1.000000 	 1.000000 
1.100000 	 1.000000 
1.200000 	 1.000000 
1.300000 	 1.000000 
1.400000 	 1.000000 
1.500000 	 1.000000 
1.600000 	 1.000000 
1.700000 	 1.000000 
1.800000 	 1.000000 
1.900000 	 1.000000 
2.000000 	 1.000000 
2.100000 	 1.000000 
2.200000 	 1.000000 
2.300000 	 1.000000 
2.400000 	 1.000000 
2.500000 	 1.000000 
2.600000 	 1.000000 
2.700000 	 1.000000 
2.799999 	 1.000000 
2.899999 	 1.000000 
2.999999 	 1.000000 
3.099999 	 1.000000 
3.199999 	 1.000000 
3.299999 	 1.000000 
3.399999 	 1.000000 
3.499999 	 1.000000 
3.599999 	 1.000000 
3.699999 	 1.000000 
3.799999 	 1.000000 
3.899998 	 1.000000 
3.999998 	 1.000000 
4.099998 	 1.000000 
4.199998 	 1.000000 
4.299998 	 1.000000 
4.399998 	 1.000000 
4.499998 	 1.000000 
4.599998 	 1.000000 
4.699998 	 1.000000 
4.799998 	 1.000000 
4.899998 	 1.000000 
4.999998 	 1.000000 
1.000000 	 1.000000 
1.000000 	 1.100000 
1.000000 	 1.200000 
1.000000 	 1.300000 
1.000000 	 1.400000 
1.000000 	 1.500000 
1.000000 	 1.600000 
1.000000 	 1.700000 
1.000000 	 1.800000 
1.000000 	 1.900000 
1.000000 	 2.000000 
1.000000 	 2.100000 
1.000000 	 2.200000 
1.000000 	 2.300000 
1.000000 	 2.400000 
1.000000 	 2.500000 
1.000000 	 2.600000 
1.000000 	 2.700000 
1.000000 	 2.799999 
1.000000 	 2.899999 
1.000000 	 2.999999 
1.000000 	 3.099999 
1.000000 	 3.199999 
1.000000 	 3.299999 
1.000000 	 3.399999 
1.000000 	 3.499999 
1.000000 	 3.599999 
1.000000 	 3.699999 
1.000000 	 3.799999 
1.000000 	 3.899998 
1.000000 	 3.999998 
1.000000 	 4.099998 
1.000000 	 4.199998 
1.000000 	 4.299998 
1.000000 	 4.399998 
1.000000 	 4.499998 
1.000000 	 4.599998 
1.000000 	 4.699998 
1.000000 	 4.799998 
1.000000 	 4.899998 
1.000000 	 4.999998 
1.000000 	 5.000000 
1.100000 	 5.000000 
1.200000 	 5.000000 
1.300000 	 5.000000 
1.400000 	 5.000000 
1.500000 	 5.000000 
1.600000 	 5.000000 
1.700000 	 5.000000 
1.800000 	 5.000000 
1.900000 	 5.000000 
2.000000 	 5.000000 
2.100000 	 5.000000 
2.200000 	 5.000000 
2.300000 	 5.000000 
2.400000 	 5.000000 
2.500000 	 5.000000 
2.600000 	 5.000000 
2.700000 	 5.000000 
2.799999 	 5.000000 
2.899999 	 5.000000 
2.999999 	 5.000000 
3.099999 	 5.000000 
3.199999 	 5.000000 
3.299999 	 5.000000 
3.399999 	 5.000000 
3.499999 	 5.000000 
3.599999 	 5.000000 
3.699999 	 5.000000 
3.799999 	 5.000000 
3.899998 	 5.000000 
3.999998 	 5.000000 
4.099998 	 5.000000 
4.199998 	 5.000000 
4.299998 	 5.000000 
4.399998 	 5.000000 
4.499998 	 5.000000 
4.599998 	 5.000000 
4.699998 	 5.000000 
4.799998 	 5.000000 
4.899998 	 5.000000 
4.999998 	 5.000000 
5.000000 	 1.000000 
5.000000 	 1.100000 
5.000000 	 1.200000 
5.000000 	 1.300000 
5.000000 	 1.400000 
5.000000 	 1.500000 
5.000000 	 1.600000 
5.000000 	 1.700000 
5.000000 	 1.800000 
5.000000 	 1.900000 
5.000000 	 2.000000 
5.000000 	 2.100000 
5.000000 	 2.200000 
5.000000 	 2.300000 
5.000000 	 2.400000 
5.000000 	 2.500000 
5.000000 	 2.600000 
5.000000 	 2.700000 
5.000000 	 2.799999 
5.000000 	 2.899999 
5.000000 	 2.999999 
5.000000 	 3.099999 
5.000000 	 3.199999 
5.000000 	 3.299999 
5.000000 	 3.399999 
5.000000 	 3.499999 
5.000000 	 3.599999 
5.000000 	 3.699999 
5.000000 	 3.799999 
5.000000 	 3.899998 
5.000000 	 3.999998 
5.000000 	 4.099998 
5.000000 	 4.199998 
5.000000 	 4.299998 
5.000000 	 4.399998 
5.000000 	 4.499998 
5.000000 	 4.599998 
5.000000 	 4.699998 
5.000000 	 4.799998 
5.000000 	 4.899998 
5.000000 	 4.999998 
